season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2021,NO,CB,,29,Active,Paulson Adebo,Saiid,Adebo,1999-07-03T00:00:00,72,193,,00-0036937,,,,,,,,,,,,1,REG,A01,Paulson,ADE042937,,,2021,2021.0,NO,76.0
2021,NO,OLB,,5,Active,Kwon Alexander,Shanderious,Alexander,1994-08-03T00:00:00,73,227,,00-0032109,,,,,,,,,,,,1,REG,A01,Kwon,ALE492854,,,2015,2015.0,TB,124.0
2021,NO,T,,72,Active,Terron Armstead,Terron,Armstead,1991-07-23T00:00:00,77,304,,00-0030067,,,,,,,,,,,,1,REG,A01,Terron,ARM089867,,,2013,2013.0,NO,75.0
2021,NO,OLB,,53,Active,Zack Baun,Zack,Baun,1996-12-30T00:00:00,75,235,,00-0036418,,,,,,,,,,,,1,REG,A01,Zack,BAU677316,,,2020,2020.0,NO,74.0
2021,NO,QB,,16,Inactive,Ian Book,Ian,Book,1998-03-30T00:00:00,72,212,,00-0036929,,,,,,,,,,,,1,REG,I01,Ian,BOO005015,,,2021,2021.0,NO,133.0
2021,NO,WR,,1,Active,Marquez Callaway,Marquez,Callaway,1998-03-27T00:00:00,74,204,,00-0036219,,,,,,,,,,,,1,REG,A01,Marquez,CAL617743,,,2020,2020.0,,
2021,NO,DE,,92,Active,Marcus Davenport,Marcus,Davenport,1996-09-04T00:00:00,78,265,,00-0034344,,,,,,,,,,,,1,REG,A01,Marcus,DAV004893,,,2018,2018.0,NO,14.0
2021,NO,ILB,,56,Active,Demario Davis,Demario,Davis,1989-01-11T00:00:00,74,248,,00-0029607,,,,,,,,,,,,1,REG,A01,Demario,DAV262404,,,2012,2012.0,NYJ,77.0
2021,NO,OLB,,50,Active,Andrew Dowell,Andrew,Dowell,1996-11-16T00:00:00,73,225,,00-0035412,,,,,,,,,,,,1,REG,A01,Andrew,DOW352822,,,2019,2019.0,,
2021,NO,OLB,,55,Active,Kaden Elliss,Kaden,Elliss,1995-07-10T00:00:00,75,240,,00-0035316,,,,,,,,,,,,1,REG,A01,Kaden,ELL750719,,,2019,2019.0,NO,244.0
2021,NO,SS,,22,Active,Chauncey Gardner-Johnson,Chauncey,Gardner-Johnson,1997-12-20T00:00:00,71,208,,00-0035253,,,,,,,,,,,,1,REG,A01,Chauncey,GAR211068,,,2019,2019.0,NO,105.0
2021,NO,P,,4,Active,Blake Gillikin,Blake,Gillikin,1998-01-21T00:00:00,74,196,,00-0035859,,,,,,,,,,,,1,REG,A01,Blake,GIL272181,,,2020,2020.0,,
2021,NO,DE,,96,Active,Carl Granderson,Carl,Granderson,1996-12-18T00:00:00,77,261,,00-0035402,,,,,,,,,,,,1,REG,A01,Carl,GRA291153,,,2019,2019.0,,
2021,NO,SS,,48,Active,J.T. Gray,Juantavius,Gray,1996-01-18T00:00:00,72,202,,00-0034116,,,,,,,,,,,,1,REG,A01,J.T.,GRA702824,,,2018,2018.0,,
2021,NO,TE,,45,Active,Garrett Griffin,Garrett,Griffin,1994-03-04T00:00:00,76,240,,00-0033095,,,,,,,,,,,,1,REG,A01,Garrett,GRI103818,,,2016,2016.0,,
2021,NO,ILB,,42,Inactive,Chase Hansen,Chase,Hansen,1993-05-20T00:00:00,75,220,,00-0034944,,,,,,,,,,,,1,REG,I01,Chase,HAN533575,,,2019,2019.0,,
2021,NO,WR,,11,Active,Deonte Harris,Deonte,Harris,1997-12-04T00:00:00,66,170,,00-0035215,,,,,,,,,,,,1,REG,A01,Deonte,HAR363871,,,2019,2019.0,,
2021,NO,SS,,38,Active,Jeff Heath,Jeffrey,Heath,1991-05-14T00:00:00,73,212,,00-0030196,,,,,,,,,,,,1,REG,A01,Jeff,HEA721605,,,2013,2013.0,,
2021,NO,QB,,7,Active,Taysom Hill,Taysom,Hill,1990-08-23T00:00:00,74,221,,00-0033357,,,,,,,,,,,,1,REG,A01,Taysom,HIL609597,,,2017,2017.0,,
2021,NO,WR,,80,Active,Chris Hogan,Chris,Hogan,1987-10-24T00:00:00,73,210,,00-0028237,,,,,,,,,,,,1,REG,A01,Chris,HOG008552,,,2011,2011.0,,
2021,NO,DT,,95,Active,Albert Huggins,Albert,Huggins,1997-06-27T00:00:00,75,305,,00-0035455,,,,,,,,,,,,1,REG,A01,Albert,HUG083882,,,2019,2019.0,,
