season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1993,DEN,OLB,,58,Active,Elijah Alexander,Elijah,Alexander,1970-08-02T00:00:00,74,235,,00-0000147,,,,,,,,,,,,1,REG,A01,Elijah,ALE233141,,,1992,1992,TB,254.0
1993,DEN,DB,,27,Active,Steve Atwater,Stephen,Atwater,1966-10-28T00:00:00,75,220,,00-0000500,,,,,,,,,,,,1,REG,A01,Steve,ATW276861,,,1989,1989,DEN,20.0
1993,DEN,RB,,33,Active,Rod Bernstine,Roderick,Bernstine,1965-02-08T00:00:00,75,238,,00-0001174,,,,,,,,,,,,1,REG,A01,Rod,BER392626,,,1987,1987,SD,24.0
1993,DEN,WR,,10,Inactive,Melvin Bonner,Melvin,Bonner,1970-02-18T00:00:00,75,207,,00-0001468,,,,,,,,,,,,1,REG,I01,Melvin,BON586269,,,1993,1993,DEN,154.0
1993,DEN,CB,,34,Active,Tyrone Braxton,Tyrone,Braxton,1964-12-17T00:00:00,71,190,,00-0001713,,,,,,,,,,,,1,REG,A01,Tyrone,BRA757886,,,1987,1987,DEN,334.0
1993,DEN,OLB,,90,Active,Mike Croel,Mike,Croel,1969-06-06T00:00:00,75,231,,00-0003664,,,,,,,,,,,,1,REG,A01,Mike,CRO081146,,,1991,1991,DEN,4.0
1993,DEN,RB,,39,Active,Robert Delpino,Robert,Delpino,1965-11-02T00:00:00,72,205,,00-0004175,,,,,,,,,,,,1,REG,A01,Robert,DEL670845,,,1988,1988,LA,117.0
1993,DEN,DB,,27,Active,Charles Dimry,Charles,Dimry,1966-01-31T00:00:00,72,176,,00-0004318,,,,,,,,,,,,1,REG,A01,Charles,DIM726754,,,1988,1988,ATL,110.0
1993,DEN,ILB,,54,Active,Mitch Donahue,Mitchell,Donahue,1968-02-04T00:00:00,75,265,,00-0004408,,,,,,,,,,,,1,REG,A01,Mitch,DON105585,,,1991,1991,SF,95.0
1993,DEN,DE,,75,Active,Shane Dronett,Shane,Dronett,1971-01-12T00:00:00,78,300,,00-0004543,,,,,,,,,,,,1,REG,A01,Shane,DRO207645,,,1992,1992,DEN,54.0
1993,DEN,NT,,97,Active,Darren Drozdov,Darren,Drozdov,1969-04-07T00:00:00,75,280,,00-0004545,,,,,,,,,,,,1,REG,A01,Darren,DRO784440,,,1993,1993,,
1993,DEN,K,,1,Active,Jason Elam,Jason,Elam,1970-03-08T00:00:00,71,200,,00-0004811,,,,,,,,,,,,1,REG,A01,Jason,ELA548409,,,1993,1993,DEN,70.0
1993,DEN,QB,,7,Active,John Elway,John,Elway,1960-06-28T00:00:00,75,215,,00-0004884,,,,,,,,,,,,1,REG,A01,John,ELW276861,,,1983,1983,BAL,1.0
1993,DEN,TE,,88,Inactive,Jerry Evans,Jerry,Evans,1968-09-28T00:00:00,76,250,,00-0004985,,,,,,,,,,,,1,REG,I01,Jerry,EVA211348,,,1991,1991,PHX,204.0
1993,DEN,OLB,,73,Active,Simon Fletcher,Simon,Fletcher,1962-02-18T00:00:00,78,240,,00-0005323,,,,,,,,,,,,1,REG,A01,Simon,FLE711924,,,1985,1985,DEN,54.0
1993,DEN,T,,70,Active,Russell Freeman,Russell,Freeman,1969-09-02T00:00:00,79,290,,00-0005577,,,,,,,,,,,,1,REG,A01,Russell,FRE378894,,,1992,1992,,
1993,DEN,G,,68,Active,Brian Habib,Brian,Habib,1964-12-02T00:00:00,79,299,,00-0006577,,,,,,,,,,,,1,REG,A01,Brian,HAB415291,,,1988,1988,MIN,264.0
1993,DEN,CB,,26,Inactive,Chris Hale,Chris,Hale,1966-01-04T00:00:00,67,170,,00-0006629,,,,,,,,,,,,1,REG,I01,Chris,HAL033900,,,1989,1989,BUF,193.0
1993,DEN,DB,,43,Active,Darryl Hall,Darryl,Hall,1966-08-01T00:00:00,74,210,,00-0006651,,,,,,,,,,,,1,REG,A01,Darryl,HAL261750,,,1989,1989,,
1993,DEN,G,,66,Inactive,Chuck Johnson,Chuck,Johnson,1969-05-22T00:00:00,77,275,,00-0008458,,,,,,,,,,,,1,REG,I01,Chuck,JOH124074,,,1992,1992,DEN,110.0
1993,DEN,TE,,81,Active,Reggie Johnson,Reggie,Johnson,1968-01-27T00:00:00,74,255,,00-0008604,,,,,,,,,,,,1,REG,A01,Reggie,JOH601053,,,1991,1991,DEN,30.0
1993,DEN,,,31,Active,Rondell Jones,Rondell,Jones,1971-05-07T00:00:00,74,210,,00-0008860,,,,,,,,,,,,1,REG,A01,Rondell,JON707586,,,1993,1993,DEN,69.0
1993,DEN,C,,72,Active,Keith Kartz,Keith,Kartz,1963-05-05T00:00:00,76,270,,00-0009027,,,,,,,,,,,,1,REG,A01,Keith,KAR751469,,,1986,1986,,
1993,DEN,WR,,1,Active,Antonius Kimbrough,Antonius,Kimbrough,1970-09-17T00:00:00,74,214,,00-0009230,,,,,,,,,,,,1,REG,A01,Antonius,KIM406290,,,1993,1993,DEN,182.0
1993,DEN,NT,,71,Active,Greg Kragen,Greg,Kragen,1962-03-04T00:00:00,75,267,,00-0009447,,,,,,,,,,,,1,REG,A01,Greg,KRA151014,,,1984,1984,,
1993,DEN,CB,,0,Active,Le-Lo Lang,Le-Lo,Lang,1967-01-23T00:00:00,71,185,,00-0009613,,,,,,,,,,,,1,REG,A01,Le-Lo,LAN459446,,,1990,1990,DEN,136.0
1993,DEN,OLB,,0,Active,Tim Lucas,Timothy,Lucas,1961-04-03T00:00:00,75,230,,00-0010139,,,,,,,,,,,,1,REG,A01,Tim,LUC237308,,,1983,1983,STL,269.0
1993,DEN,RB,,37,Active,Anthony Lynn,Anthony,Lynn,1968-12-21T00:00:00,75,230,,00-0010194,,,,,,,,,,,,1,REG,A01,Anthony,LYN734772,,,1992,1992,,
1993,DEN,QB,,8,Active,Tommy Maddox,Tommy,Maddox,1971-09-02T00:00:00,76,220,,00-0010261,,,,,,,,,,,,1,REG,A01,Tommy,MAD472685,,,1992,1992,DEN,25.0
1993,DEN,WR,,86,Active,Arthur Marshall,Arthur,Marshall,1969-04-29T00:00:00,71,178,,00-0010414,,,,,,,,,,,,1,REG,A01,Arthur,MAR365598,,,1992,1992,,
1993,DEN,ILB,,77,Active,Karl Mecklenburg,Karl,Mecklenburg,1960-09-01T00:00:00,75,235,,00-0011082,,,,,,,,,,,,1,REG,A01,Karl,MEC553722,,,1983,1983,DEN,310.0
1993,DEN,C,,61,Active,Bob Meeks,Bob,Meeks,1969-05-28T00:00:00,74,279,,00-0011092,,,,,,,,,,,,1,REG,A01,Bob,MEE565720,,,1992,1992,DEN,278.0
1993,DEN,G,,73,Active,Jon Melander,Jon,Melander,1966-12-27T00:00:00,79,295,,00-0011104,,,,,,,,,,,,1,REG,A01,Jon,MEL018456,,,1990,1990,NE,113.0
1993,DEN,RB,,30,Active,Glyn Milburn,Glyn,Milburn,1971-02-19T00:00:00,68,176,,00-0011213,,,,,,,,,,,,1,REG,A01,Glyn,MIL038374,,,1993,1993,DEN,43.0
1993,DEN,ILB,,52,Inactive,Jeff Mills,Jeff,Mills,1968-10-08T00:00:00,75,250,,00-0011330,,,,,,,,,,,,1,REG,I01,Jeff,MIL698955,,,1990,1990,SD,57.0
1993,DEN,QB,,12,Inactive/3rd QB,Shawn Moore,Shawn,Moore,1968-04-04T00:00:00,74,213,,00-0011611,,,,,,,,,,,,1,REG,I02,Shawn,MOO674797,,,1991,1991,DEN,284.0
1993,DEN,DE,,91,Active,Willie Oshodin,Willie,Oshodin,1969-09-16T00:00:00,76,265,,00-0012429,,,,,,,,,,,,1,REG,A01,Willie,OSH604060,,,1992,1992,,
