season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2017,NO,MLB,,50,Inactive,Stephone Anthony,Stephone,Anthony,1992-07-28T00:00:00,75,245,,00-0032102,,,,,,,,,,,,1,REG,I01,Stephone,ANT204590,,,2015,2015,NO,31.0
2017,NO,OLB,,47,Active,Alex Anzalone,Alex,Anzalone,1994-09-22T00:00:00,75,240,,00-0033914,,,,,,,,,,,,1,REG,A01,Alex,ANZ059326,,,2017,2017,NO,76.0
2017,NO,T,,72,Inactive,Terron Armstead,Terron,Armstead,1991-07-23T00:00:00,77,304,,00-0030067,,,,,,,,,,,,1,REG,I01,Terron,ARM089867,,,2013,2013,NO,75.0
2017,NO,SS,,31,Active,Chris Banjo,Ayorunmi,Banjo,1990-02-26T00:00:00,70,207,,00-0029747,,,,,,,,,,,,1,REG,A01,Chris,BAN373418,,,2013,2013,,
2017,NO,FS,,48,Active,Vonn Bell,Vonn,Bell,1994-12-12T00:00:00,71,205,,00-0032939,,,,,,,,,,,,1,REG,A01,Vonn,BEL626378,,,2016,2016,NO,61.0
2017,NO,LB,,99,Active,Adam Bighill,Adam,Bighill,1988-10-16T00:00:00,70,230,,00-0033185,,,,,,,,,,,,1,REG,A01,Adam,BIG705650,,,2016,2017,,
2017,NO,QB,,9,Active,Drew Brees,Drew,Brees,1979-01-15T00:00:00,72,209,,00-0020531,,,,,,,,,,,,1,REG,A01,Drew,BRE229498,,,2001,2001,SD,32.0
2017,NO,SS,,25,Active,Rafael Bush,Rafael,Bush,1987-05-12T00:00:00,71,205,,00-0027195,,,,,,,,,,,,1,REG,A01,Rafael,BUS288052,,,2010,2010,,
2017,NO,WR,,80,Inactive,Austin Carr,Austin,Carr,1993-12-25T00:00:00,73,195,,00-0033382,,,,,,,,,,,,1,REG,I01,Austin,CAR343555,,,2017,2017,,
2017,NO,WR,,16,Active,Brandon Coleman,Brandon,Coleman,1992-06-22T00:00:00,78,225,,00-0030801,,,,,,,,,,,,1,REG,A01,Brandon,COL222062,,,2014,2014,,
2017,NO,CB,,20,Inactive,Ken Crawley,Kenneth,Crawley,1993-02-06T00:00:00,73,180,,00-0032875,,,,,,,,,,,,1,REG,I01,Ken,CRA805255,,,2016,2016,,
