season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1980,DEN,G,,54,Active,Keith Bishop,Keith,Bishop,1957-03-10T00:00:00,75,265.0,,00-0001270,,,,,,,,,,,,1,REG,A01,Keith,,,,1980,1980,DEN,157.0
1980,DEN,DE,,76,Active,Greg Boyd,Greg,Boyd,1952-09-15T00:00:00,78,280.0,,00-0001592,,,,,,,,,,,,1,REG,A01,Greg,,,,1976,1976,NE,170.0
1980,DEN,LB,,52,Active,Greg Bracelin,Gregory,Bracelin,1957-04-16T00:00:00,74,215.0,,00-0001621,,,,,,,,,,,,1,REG,A01,Greg,,,,1980,1980,DEN,243.0
1980,DEN,C,,64,Active,Bill Bryan,William,Bryan,1955-09-21T00:00:00,74,255.0,,00-0002127,,,,,,,,,,,,1,REG,A01,Bill,,,,1977,1977,DEN,101.0
1980,DEN,NT,,68,Active,Rubin Carter,Rubin,Carter,1952-12-12T00:00:00,72,254.0,,00-0002760,,,,,,,,,,,,1,REG,A01,Rubin,,,,1975,1975,DEN,121.0
1980,DEN,DE,,79,Active,Barney Chavous,Barney,Chavous,1951-03-22T00:00:00,75,258.0,,00-0002918,,,,,,,,,,,,1,REG,A01,Barney,,,,1973,1973,DEN,36.0
1980,DEN,G,,68,Active,Kelvin Clark,Kelvin,Clark,1956-01-30T00:00:00,75,273.0,,00-0003047,,,,,,,,,,,,1,REG,A01,Kelvin,,,,1979,1979,DEN,22.0
1980,DEN,TE,,84,Active,Ron Egloff,Ron,Egloff,1955-10-02T00:00:00,77,227.0,,00-0004787,,,,,,,,,,,,1,REG,A01,Ron,EGL415291,,,1977,1977,,
1980,DEN,LB,,56,Active,Larry Evans,Larry,Evans,1953-07-11T00:00:00,74,218.0,,00-0004992,,,,,,,,,,,,1,REG,A01,Larry,,,,1976,1976,DEN,390.0
1980,DEN,DB,,43,Active,Steve Foley,Steve,Foley,1953-11-11T00:00:00,75,190.0,,00-0005383,,,,,,,,,,,,1,REG,A01,Steve,,,,1975,1975,DEN,199.0
1980,DEN,G,,62,Active,Tom Glassic,Tom,Glassic,1954-04-17T00:00:00,76,248.0,,00-0006031,,,,,,,,,,,,1,REG,A01,Tom,,,,1976,1976,DEN,15.0
1980,DEN,LB,,53,Active,Randy Gradishar,Randy,Gradishar,1952-03-03T00:00:00,75,231.0,,00-0006188,,,,,,,,,,,,1,REG,A01,Randy,,,,1974,1974,DEN,14.0
1980,DEN,CB,,31,Active,Mike Harden,Michael,Harden,1959-02-16T00:00:00,73,192.0,,00-0006821,,,,,,,,,,,,1,REG,A01,Mike,,,,1980,1980,DEN,131.0
1980,DEN,G,,60,Active,Paul Howard,Paul,Howard,1950-09-12T00:00:00,75,260.0,,00-0007808,,,,,,,,,,,,1,REG,A01,Paul,,,,1973,1973,DEN,54.0
1980,DEN,G,,65,Active,Glenn Hyde,Glenn,Hyde,1951-03-14T00:00:00,75,255.0,,00-0007997,,,,,,,,,,,,1,REG,A01,Glenn,,,,1974,1974,,
1980,DEN,LB,,57,Active,Tom Jackson,Tom,Jackson,1951-04-04T00:00:00,71,224.0,,00-0008198,,,,,,,,,,,,1,REG,A01,Tom,,,,1973,1973,DEN,88.0
