season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1985,DEN,LB,,0,Active,Greg Battle,Gregory,Battle,1964-04-14T00:00:00,0,0,,00-0000886,,,,,,,,,,,,1,REG,A01,Greg,,,,1986,1986,,
1985,DEN,G,,54,Active,Keith Bishop,Keith,Bishop,1957-03-10T00:00:00,75,265,,00-0001270,,,,,,,,,,,,1,REG,A01,Keith,,,,1980,1980,DEN,157.0
1985,DEN,C,,64,Active,Bill Bryan,William,Bryan,1955-09-21T00:00:00,74,255,,00-0002127,,,,,,,,,,,,1,REG,A01,Bill,,,,1977,1977,DEN,101.0
1985,DEN,LB,,52,Active,Steve Busick,Steve,Busick,1958-12-10T00:00:00,76,227,,00-0002384,,,,,,,,,,,,1,REG,A01,Steve,,,,1981,1981,DEN,181.0
1985,DEN,NT,,68,Active,Rubin Carter,Rubin,Carter,1952-12-12T00:00:00,72,254,,00-0002760,,,,,,,,,,,,1,REG,A01,Rubin,,,,1975,1975,DEN,121.0
1985,DEN,DE,,79,Active,Barney Chavous,Barney,Chavous,1951-03-22T00:00:00,75,258,,00-0002918,,,,,,,,,,,,1,REG,A01,Barney,,,,1973,1973,DEN,36.0
1985,DEN,MLB,,53,Active,Darren Comeaux,Darren,Comeaux,1960-04-15T00:00:00,73,239,,00-0003343,,,,,,,,,,,,1,REG,A01,Darren,COM237308,,,1982,1982,,
1985,DEN,ILB,,55,Active,Rick Dennison,Rick,Dennison,1958-06-22T00:00:00,75,220,,00-0004199,,,,,,,,,,,,1,REG,A01,Rick,,,,1980,1980,,
1985,DEN,QB,,7,Active,John Elway,John,Elway,1960-06-28T00:00:00,75,215,,00-0004884,,,,,,,,,,,,1,REG,A01,John,ELW276861,,,1983,1983,BAL,1.0
1985,DEN,OLB,,73,Active,Simon Fletcher,Simon,Fletcher,1962-02-18T00:00:00,78,240,,00-0005323,,,,,,,,,,,,1,REG,A01,Simon,FLE711924,,,1985,1985,DEN,54.0
1985,DEN,DB,,43,Active,Steve Foley,Steve,Foley,1953-11-11T00:00:00,75,190,,00-0005383,,,,,,,,,,,,1,REG,A01,Steve,,,,1975,1975,DEN,199.0
1985,DEN,CB,,31,Active,Mike Harden,Michael,Harden,1959-02-16T00:00:00,73,192,,00-0006821,,,,,,,,,,,,1,REG,A01,Mike,,,,1980,1980,DEN,131.0
1985,DEN,G,,78,Active,Winford Hood,Winford,Hood,1962-03-29T00:00:00,75,262,,00-0007696,,,,,,,,,,,,1,REG,A01,Winford,,,,1984,1984,DEN,207.0
1985,DEN,G,,60,Active,Paul Howard,Paul,Howard,1950-09-12T00:00:00,75,260,,00-0007808,,,,,,,,,,,,1,REG,A01,Paul,,,,1973,1973,DEN,54.0
1985,DEN,LB,,51,Active,Ricky Hunley,Ricky,Hunley,1961-11-11T00:00:00,74,250,,00-0007926,,,,,,,,,,,,1,REG,A01,Ricky,,,,1984,1984,CIN,7.0
1985,DEN,DB,,27,Active,Daniel Hunter,Daniel,Hunter,1962-09-01T00:00:00,71,178,,00-0007942,,,,,,,,,,,,1,REG,A01,Daniel,,,,1984,1984,,
1985,DEN,G,,65,Active,Glenn Hyde,Glenn,Hyde,1951-03-14T00:00:00,75,255,,00-0007997,,,,,,,,,,,,1,REG,A01,Glenn,,,,1974,1974,,
1985,DEN,DB,,28,Active,Roger Jackson,Roger,Jackson,1959-02-28T00:00:00,72,186,,00-0008185,,,,,,,,,,,,1,REG,A01,Roger,,,,1982,1982,,
1985,DEN,WR,,86,Active,Butch Johnson,Michael,Johnson,1954-05-28T00:00:00,73,192,,00-0008447,,,,,,,,,,,,1,REG,A01,Butch,,,,1976,1976,DAL,87.0
1985,DEN,WR,,82,Active,Vance Johnson,Vance,Johnson,1963-03-13T00:00:00,71,185,,00-0008648,,,,,,,,,,,,1,REG,A01,Vance,JOH718836,,,1985,1985,DEN,31.0
1985,DEN,DE,,75,Active,Rulon Jones,Rulon,Jones,1958-03-25T00:00:00,78,260,,00-0008863,,,,,,,,,,,,1,REG,A01,Rulon,,,,1980,1980,DEN,42.0
1985,DEN,K,,3,Active,Rich Karlis,Richard,Karlis,1959-05-23T00:00:00,72,180,,00-0009022,,,,,,,,,,,,1,REG,A01,Rich,,,,1981,1981,,
1985,DEN,TE,,88,Active,Clarence Kay,Clarence,Kay,1961-07-30T00:00:00,74,237,,00-0009045,,,,,,,,,,,,1,REG,A01,Clarence,KAY207645,,,1984,1984,DEN,186.0
1985,DEN,NT,,71,Active,Greg Kragen,Greg,Kragen,1962-03-04T00:00:00,75,267,,00-0009447,,,,,,,,,,,,1,REG,A01,Greg,KRA151014,,,1984,1984,,
1985,DEN,QB,,8,Active,Gary Kubiak,Gary,Kubiak,1961-08-15T00:00:00,72,192,,00-0009490,,,,,,,,,,,,1,REG,A01,Gary,KUB415290,,,1983,1983,DEN,197.0
