season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1990,DEN,OLB,,57,Active,Ty Allert,Ty,Allert,1963-07-07T00:00:00,74,238,,00-0000237,,,,,,,,,,,,1,REG,A01,Ty,,,,1986,1986,SD,95.0
1990,DEN,DB,,27,Active,Steve Atwater,Stephen,Atwater,1966-10-28T00:00:00,75,220,,00-0000500,,,,,,,,,,,,1,REG,A01,Steve,ATW276861,,,1989,1989,DEN,20.0
1990,DEN,G,,0,Inactive,Scott Beavers,Scott,Beavers,1967-02-17T00:00:00,0,0,,00-0000968,,,,,,,,,,,,1,REG,I01,Scott,,,,1990,1990,,
1990,DEN,,,0,Active,Mel Bratton,Melvin,Bratton,1965-02-02T00:00:00,73,225,,00-0001705,,,,,,,,,,,,1,REG,A01,Mel,BRA685212,,,1989,1989,DEN,180.0
1990,DEN,CB,,34,Active,Tyrone Braxton,Tyrone,Braxton,1964-12-17T00:00:00,71,190,,00-0001713,,,,,,,,,,,,1,REG,A01,Tyrone,BRA757886,,,1987,1987,DEN,334.0
1990,DEN,ILB,,50,Active,Michael Brooks,Michael,Brooks,1964-03-02T00:00:00,73,236,,00-0001844,,,,,,,,,,,,1,REG,A01,Michael,BRO150144,,,1987,1987,DEN,86.0
1990,DEN,S,,25,Active,Kip Corrington,Kip,Corrington,1965-04-12T00:00:00,72,175,,00-0003496,,,,,,,,,,,,1,REG,A01,Kip,,,,1988,1988,DET,223.0
1990,DEN,ILB,,58,Active,Scott Curtis,Alston,Curtis,1964-12-26T00:00:00,73,230,,00-0003799,,,,,,,,,,,,1,REG,A01,Scott,,,,1988,1988,,
1990,DEN,G,,62,Active,Jeff Davidson,Jeff,Davidson,1967-10-03T00:00:00,77,309,,00-0003934,,,,,,,,,,,,1,REG,A01,Jeff,DAV074820,,,1990,1990,DEN,111.0
1990,DEN,QB,,7,Active,John Elway,John,Elway,1960-06-28T00:00:00,75,215,,00-0004884,,,,,,,,,,,,1,REG,A01,John,ELW276861,,,1983,1983,BAL,1.0
1990,DEN,OLB,,73,Active,Simon Fletcher,Simon,Fletcher,1962-02-18T00:00:00,78,240,,00-0005323,,,,,,,,,,,,1,REG,A01,Simon,FLE711924,,,1985,1985,DEN,54.0
1990,DEN,T,,69,Active,Darrell Hamilton,Darrell,Hamilton,1965-05-11T00:00:00,77,298,,00-0006712,,,,,,,,,,,,1,REG,A01,Darrell,HAM201352,,,1989,1989,DEN,69.0
