season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1999,DEN,G,,79,Active,Chris Banks,Warren,Banks,1973-04-04T00:00:00,73,300,,00-0000700,,,,,,,,,,,,1,REG,A01,Chris,BAN646496,,,1996,1996,DEN,226.0
1999,DEN,DE,,52,Active,David Bowens,David,Bowens,1977-07-03T00:00:00,74,261,,00-0001563,,,,,,,,,,,,1,REG,A01,David,BOW130962,,,1999,1999,DEN,158.0
1999,DEN,CB,,34,Active,Tyrone Braxton,Tyrone,Braxton,1964-12-17T00:00:00,71,190,,00-0001713,,,,,,,,,,,,1,REG,A01,Tyrone,BRA757886,,,1987,1987,DEN,334.0
1999,DEN,QB,,6,Active,Bubby Brister,Walter,Brister,1962-08-15T00:00:00,75,205,,00-0001785,,,,,,,,,,,,1,REG,A01,Bubby,BRI521505,,,1986,1986,PIT,67.0
1999,DEN,DT,,73,Active,Cyron Brown,Cyron,Brown,1975-06-28T00:00:00,77,275,,00-0001902,,,,,,,,,,,,1,REG,A01,Cyron,BRO363630,,,1998,1998,,
1999,DEN,FS,,26,Active,Eric Brown,Eric,Brown,1975-03-20T00:00:00,72,210,,00-0001931,,,,,,,,,,,,1,REG,A01,Eric,BRO429318,,,1998,1998,DEN,61.0
1999,DEN,OLB,,59,Active,Glenn Cadrez,Glenn,Cadrez,1970-01-02T00:00:00,74,241,,00-0002493,,,,,,,,,,,,1,REG,A01,Glenn,CAD642710,,,1992,1992,NYJ,154.0
1999,DEN,TE,,89,Active,Dwayne Carswell,Dwayne,Carswell,1972-01-18T00:00:00,75,260,,00-0002709,,,,,,,,,,,,1,REG,A01,Dwayne,CAR604724,,,1994,1994,,
1999,DEN,CB,,34,Active,Dale Carter,Dale,Carter,1969-11-28T00:00:00,73,188,,00-0002722,,,,,,,,,,,,1,REG,A01,Dale,CAR636031,,,1992,1992,KC,20.0
1999,DEN,WR,,86,Active,Byron Chamberlain,Byron,Chamberlain,1971-10-17T00:00:00,73,242,,00-0002861,,,,,,,,,,,,1,REG,A01,Byron,CHA053274,,,1995,1995,DEN,222.0
1999,DEN,TE,,88,Inactive,Desmond Clark,Desmond,Clark,1977-04-20T00:00:00,75,255,,00-0003035,,,,,,,,,,,,1,REG,I01,Desmond,CLA258726,,,1999,1999,DEN,179.0
1999,DEN,SS,,48,Active,George Coghill,George,Coghill,1970-03-30T00:00:00,72,210,,00-0003187,,,,,,,,,,,,1,REG,A01,George,COG487515,,,1993,1993,,
1999,DEN,WR,,81,Inactive,Andre Cooper,Andre,Cooper,1975-06-21T00:00:00,74,210,,00-0003441,,,,,,,,,,,,1,REG,I01,Andre,COO492532,,,1997,1997,,
1999,DEN,CB,,39,Active,Ray Crockett,Donald,Crockett,1967-01-05T00:00:00,70,184,,00-0003661,,,,,,,,,,,,1,REG,A01,Ray,CRO025060,,,1989,1989,DET,86.0
1999,DEN,RB,,30,Active,Terrell Davis,Terrell,Davis,1972-10-28T00:00:00,71,210,,00-0004054,,,,,,,,,,,,1,REG,A01,Terrell,DAV766905,,,1995,1995,DEN,196.0
1999,DEN,WR,,19,Active,Chris Doering,Christopher,Doering,1973-05-19T00:00:00,76,195,,00-0004386,,,,,,,,,,,,1,REG,A01,Chris,DOE677964,,,1996,1996,JAX,185.0
1999,DEN,K,,1,Active,Jason Elam,Jason,Elam,1970-03-08T00:00:00,71,200,,00-0004811,,,,,,,,,,,,1,REG,A01,Jason,ELA548409,,,1993,1993,DEN,70.0
1999,DEN,RB,,24,Inactive,Olandis Gary,Olandis,Gary,1975-05-18T00:00:00,71,218,,00-0005816,,,,,,,,,,,,1,REG,I01,Olandis,GAR764520,,,1999,1999,DEN,127.0
1999,DEN,QB,,14,Active,Brian Griese,Brian,Griese,1975-03-18T00:00:00,75,215,,00-0006423,,,,,,,,,,,,1,REG,A01,Brian,GRI028314,,,1998,1998,DEN,91.0
1999,DEN,RB,,29,Active,Howard Griffith,Howard,Griffith,1967-11-17T00:00:00,72,240,,00-0006456,,,,,,,,,,,,1,REG,A01,Howard,GRI439086,,,1991,1991,IND,236.0
1999,DEN,DE,,96,Active,Harald Hasselbach,Harald,Hasselbach,1967-09-22T00:00:00,78,285,,00-0007089,,,,,,,,,,,,1,REG,A01,Harald,HAS517299,,,1994,1994,,
1999,DEN,DB,,20,Active,Tory James,Tory,James,1973-05-18T00:00:00,74,185,,00-0008265,,,,,,,,,,,,1,REG,A01,Tory,JAM653473,,,1996,1996,DEN,44.0
1999,DEN,DB,,25,Active,Darrius Johnson,Darrius,Johnson,1972-09-17T00:00:00,69,185,,00-0008471,,,,,,,,,,,,1,REG,A01,Darrius,JOH167566,,,1996,1996,DEN,122.0
1999,DEN,C,,60,Inactive,K.C. Jones,K.C.,Jones,1974-03-28T00:00:00,73,275,,00-0008790,,,,,,,,,,,,1,REG,I01,K.C.,JON521554,,,1997,1997,,
1999,DEN,T,,77,Active,Tony Jones,Tony,Jones,1966-05-24T00:00:00,77,291,,00-0008886,,,,,,,,,,,,1,REG,A01,Tony,JON764060,,,1988,1988,,
1999,DEN,T,,78,Active,Matt Lepsis,Matt,Lepsis,1974-01-13T00:00:00,76,290,,00-0009810,,,,,,,,,,,,1,REG,A01,Matt,LEP528552,,,1997,1997,,
1999,DEN,DT,,97,Active,Mike Lodish,Mike,Lodish,1967-08-11T00:00:00,75,270,,00-0010019,,,,,,,,,,,,1,REG,A01,Mike,LOD415291,,,1990,1990,BUF,265.0
1999,DEN,RB,,31,Active,Derek Loville,Derek,Loville,1968-07-04T00:00:00,70,210,,00-0010107,,,,,,,,,,,,1,REG,A01,Derek,LOV575019,,,1990,1990,,
1999,DEN,RB,,37,Active,Anthony Lynn,Anthony,Lynn,1968-12-21T00:00:00,75,230,,00-0010194,,,,,,,,,,,,1,REG,A01,Anthony,LYN734772,,,1992,1992,,
1999,DEN,WR,,87,Active,Ed McCaffrey,Ed,McCaffrey,1968-08-17T00:00:00,77,215,,00-0010650,,,,,,,,,,,,1,REG,A01,Ed,MCC037372,,,1991,1991,NYG,83.0
1999,DEN,WR,,83,Inactive,Travis McGriff,Travis,McGriff,1976-06-24T00:00:00,68,185,,00-0010892,,,,,,,,,,,,1,REG,I01,Travis,MCG770649,,,1999,1999,DEN,93.0
1999,DEN,QB,,12,Inactive/3rd QB,Chris Miller,Chris,Miller,1965-08-09T00:00:00,74,212,,00-0011244,,,,,,,,,,,,1,REG,I02,Chris,MIL180906,,,1987,1987,ATL,13.0
1999,DEN,OLB,,51,Active,John Mobley,John,Mobley,1973-10-10T00:00:00,73,236,,00-0011449,,,,,,,,,,,,1,REG,A01,John,MOB265611,,,1996,1996,DEN,15.0
1999,DEN,C,,66,Active,Tom Nalen,Tom,Nalen,1971-05-13T00:00:00,75,286,,00-0011915,,,,,,,,,,,,1,REG,A01,Tom,NAL177981,,,1994,1994,DEN,218.0
1999,DEN,WR,,82,Active,Marcus Nash,Marcus,Nash,1976-02-01T00:00:00,75,195,,00-0011932,,,,,,,,,,,,1,REG,A01,Marcus,NAS338384,,,1998,1998,DEN,30.0
