season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2023,NO,CB,,29,Active,Paulson Adebo,Saiid,Adebo,1999-07-03T00:00:00,72,193,,00-0036937,,,,,,,,,,,,1,REG,A01,Paulson,ADE042937,,,2021,2021,NO,76.0
2023,NO,FS,,0,Active,Ugochukwu Amadi,Ugochukwu,Amadi,1997-05-16T00:00:00,69,201,,00-0035142,,,,,,,,,,,,1,REG,A01,Ugochukwu,AMA296635,,,2019,2019,SEA,132.0
2023,NO,OLB,,53,Active,Zack Baun,Zack,Baun,1996-12-30T00:00:00,75,235,,00-0036418,,,,,,,,,,,,1,REG,A01,Zack,BAU677316,,,2020,2020,NO,74.0
2023,NO,DT,,90,Active,Bryan Bresee,Bryan,Bresee,2001-10-06T00:00:00,77,300,,00-0038995,,,,,,,,,,,,1,REG,A01,Bryan,BRE510679,,,2023,2023,NO,29.0
2023,NO,QB,,4,Active,Derek Carr,Derek,Carr,1991-03-28T00:00:00,75,210,,00-0031280,,,,,,,,,,,,1,REG,A01,Derek,CAR358797,,,2014,2014,OAK,36.0
2023,NO,OLB,,43,Active,Ryan Connelly,Ryan,Connelly,1995-10-23T00:00:00,74,242,,00-0035533,,,,,,,,,,,,1,REG,A01,Ryan,CON420471,,,2019,2019,NYG,143.0
2023,NO,MLB,,56,Active,Demario Davis,Demario,Davis,1989-01-11T00:00:00,74,248,,00-0029607,,,,,,,,,,,,1,REG,A01,Demario,DAV262404,,,2012,2012,NYJ,77.0
2023,NO,DE,,55,Inactive,Isaiah Foskey,Isaiah,Foskey,2000-10-30T00:00:00,77,280,,00-0039143,,,,,,,,,,,,1,REG,I01,Isaiah,FOS081863,,,2023,2023,NO,40.0
2023,NO,G,,73,Active,Max Garcia,Max,Garcia,1991-11-09T00:00:00,76,309,,00-0032132,,,,,,,,,,,,1,REG,A01,Max,GAR112389,,,2015,2015,DEN,133.0
2023,NO,TE,,80,Active,Jimmy Graham,Jimmy,Graham,1986-11-24T00:00:00,79,265,,00-0027696,,,,,,,,,,,,1,REG,A01,Jimmy,GRA207087,,,2010,2010,NO,95.0
2023,NO,DE,,96,Active,Carl Granderson,Carl,Granderson,1996-12-18T00:00:00,77,261,,00-0035402,,,,,,,,,,,,1,REG,A01,Carl,GRA291153,,,2019,2019,,
2023,NO,SS,,48,Inactive,J.T. Gray,Juantavius,Gray,1996-01-18T00:00:00,72,202,,00-0034116,,,,,,,,,,,,1,REG,I01,J.T.,GRA702824,,,2018,2018,,
2023,NO,K,,19,Active,Blake Grupe,Blake,Grupe,1998-11-05T00:00:00,67,156,,00-0038905,,,,,,,,,,,,1,REG,A01,Blake,GRU692152,,,2023,2023,,
2023,NO,P,,39,Active,Lou Hedley,Lou,Hedley,1993-06-26T00:00:00,76,220,,00-0038906,,,,,,,,,,,,1,REG,A01,Lou,HED553593,,,2023,2023,,
2023,NO,QB,,7,Active,Taysom Hill,Taysom,Hill,1990-08-23T00:00:00,74,221,,00-0033357,,,,,,,,,,,,1,REG,A01,Taysom,HIL609597,,,2017,2017,,
2023,NO,SS,,31,Active,Jordan Howden,Jordan,Howden,2000-05-14T00:00:00,72,210,,00-0038588,,,,,,,,,,,,1,REG,A01,Jordan,HOW493327,,,2023,2023,NO,146.0
2023,NO,T,,74,Active,James Hurst,James,Hurst,1991-12-17T00:00:00,77,310,,00-0030694,,,,,,,,,,,,1,REG,A01,James,HUR496348,,,2014,2014,,
2023,NO,MLB,,52,Active,D'Marco Jackson,D'Marco,Jackson,1998-07-20T00:00:00,73,230,,00-0037271,,,,,,,,,,,,1,REG,A01,D'Marco,JAC133001,,,2022,2022,NO,161.0
2023,NO,CB,,28,Active,Lonnie Johnson,Lonnie,Johnson,1995-11-04T00:00:00,74,213,,00-0035244,,,,,,,,,,,,1,REG,A01,Lonnie,JOH000020,,,2019,2019,HST,54.0
2023,NO,TE,,83,Active,Juwan Johnson,Juwan,Johnson,1996-09-13T00:00:00,76,231,,00-0036040,,,,,,,,,,,,1,REG,A01,Juwan,JOH398789,,,2020,2020,,
2023,NO,RB,,34,Active,Tony Jones,Tony,Jones,1997-11-24T00:00:00,71,225,,00-0035860,,,,,,,,,,,,1,REG,A01,Tony,JON764018,,,2020,2020,,
