season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
1997,DEN,T,,71,Inactive,Scott Adams,Scott,Adams,1966-09-28T00:00:00,78,315,,00-0000066,,,,,,,,,,,,1,REG,I01,Scott,ADA584320,,,1989,1989,,
1997,DEN,OLB,,55,Active,Allen Aldridge,Allen,Aldridge,1972-05-30T00:00:00,73,254,,00-0000129,,,,,,,,,,,,1,REG,A01,Allen,ALD410038,,,1994,1994,DEN,51.0
1997,DEN,WR,,83,Active,Willie Anderson,Willie,Anderson,1965-03-07T00:00:00,72,176,,00-0000351,,,,,,,,,,,,1,REG,A01,Willie,AND607740,,,1988,1988,LA,46.0
1997,DEN,DB,,27,Active,Steve Atwater,Stephen,Atwater,1966-10-28T00:00:00,75,220,,00-0000500,,,,,,,,,,,,1,REG,A01,Steve,ATW276861,,,1989,1989,DEN,20.0
1997,DEN,CB,,34,Active,Tyrone Braxton,Tyrone,Braxton,1964-12-17T00:00:00,71,190,,00-0001713,,,,,,,,,,,,1,REG,A01,Tyrone,BRA757886,,,1987,1987,DEN,334.0
1997,DEN,QB,,6,Inactive/3rd QB,Bubby Brister,Walter,Brister,1962-08-15T00:00:00,75,205,,00-0001785,,,,,,,,,,,,1,REG,I02,Bubby,BRI521505,,,1986,1986,PIT,67.0
1997,DEN,T,,73,Active,Jamie Brown,Jamie,Brown,1972-04-24T00:00:00,80,218,,00-0001957,,,,,,,,,,,,1,REG,A01,Jamie,BRO485622,,,1995,1995,DEN,121.0
1997,DEN,LB,,59,Active,Keith Burns,Keith,Burns,1972-05-16T00:00:00,74,235,,00-0002312,,,,,,,,,,,,1,REG,A01,Keith,BUR522598,,,1994,1994,DEN,210.0
1997,DEN,OLB,,59,Active,Glenn Cadrez,Glenn,Cadrez,1970-01-02T00:00:00,74,241,,00-0002493,,,,,,,,,,,,1,REG,A01,Glenn,CAD642710,,,1992,1992,NYJ,154.0
1997,DEN,TE,,89,Active,Dwayne Carswell,Dwayne,Carswell,1972-01-18T00:00:00,75,260,,00-0002709,,,,,,,,,,,,1,REG,A01,Dwayne,CAR604724,,,1994,1994,,
1997,DEN,WR,,86,Active,Byron Chamberlain,Byron,Chamberlain,1971-10-17T00:00:00,73,242,,00-0002861,,,,,,,,,,,,1,REG,A01,Byron,CHA053274,,,1995,1995,DEN,222.0
1997,DEN,CB,,39,Active,Ray Crockett,Donald,Crockett,1967-01-05T00:00:00,70,184,,00-0003661,,,,,,,,,,,,1,REG,A01,Ray,CRO025060,,,1989,1989,DET,86.0
1997,DEN,RB,,30,Active,Terrell Davis,Terrell,Davis,1972-10-28T00:00:00,71,210,,00-0004054,,,,,,,,,,,,1,REG,A01,Terrell,DAV766905,,,1995,1995,DEN,196.0
1997,DEN,G,,63,Active,David Diaz-Infante,David,Diaz-Infante,1964-03-31T00:00:00,75,295,,00-0004257,,,,,,,,,,,,1,REG,A01,David,DIA726754,,,1987,1987,,
1997,DEN,DB,,33,Active,Dedrick Dodge,Dedrick,Dodge,1967-06-14T00:00:00,74,184,,00-0004380,,,,,,,,,,,,1,REG,A01,Dedrick,DOD320232,,,1990,1990,,
1997,DEN,K,,1,Active,Jason Elam,Jason,Elam,1970-03-08T00:00:00,71,200,,00-0004811,,,,,,,,,,,,1,REG,A01,Jason,ELA548409,,,1993,1993,DEN,70.0
1997,DEN,QB,,7,Active,John Elway,John,Elway,1960-06-28T00:00:00,75,215,,00-0004884,,,,,,,,,,,,1,REG,A01,John,ELW276861,,,1983,1983,BAL,1.0
1997,DEN,CB,,23,Active,Darrien Gordon,Darrien,Gordon,1970-11-14T00:00:00,71,190,,00-0006148,,,,,,,,,,,,1,REG,A01,Darrien,GOR097836,,,1993,1993,SD,22.0
1997,DEN,WR,,82,Active,Willie Green,Willie,Green,1966-04-02T00:00:00,76,190,,00-0006358,,,,,,,,,,,,1,REG,A01,Willie,GRE386613,,,1990,1990,DET,194.0
1997,DEN,RB,,29,Active,Howard Griffith,Howard,Griffith,1967-11-17T00:00:00,72,240,,00-0006456,,,,,,,,,,,,1,REG,A01,Howard,GRI439086,,,1991,1991,IND,236.0
1997,DEN,G,,68,Active,Brian Habib,Brian,Habib,1964-12-02T00:00:00,79,299,,00-0006577,,,,,,,,,,,,1,REG,A01,Brian,HAB415291,,,1988,1988,MIN,264.0
1997,DEN,DE,,96,Active,Harald Hasselbach,Harald,Hasselbach,1967-09-22T00:00:00,78,285,,00-0007089,,,,,,,,,,,,1,REG,A01,Harald,HAS517299,,,1994,1994,,
1997,DEN,RB,,0,Active,Vaughn Hebron,Vaughn,Hebron,1970-10-07T00:00:00,68,196,,00-0007193,,,,,,,,,,,,1,REG,A01,Vaughn,HEB745636,,,1993,1993,,
1997,DEN,CB,,47,Active,Randy Hilliard,Randy,Hilliard,1967-02-06T00:00:00,71,165,,00-0007469,,,,,,,,,,,,1,REG,A01,Randy,HIL726719,,,1990,1990,CLE,157.0
1997,DEN,WR,,83,Inactive,Patrick Jeffers,Patrick,Jeffers,1973-02-02T00:00:00,75,218,,00-0008300,,,,,,,,,,,,1,REG,I01,Patrick,JEF095384,,,1996,1996,DEN,159.0
1997,DEN,DB,,25,Active,Darrius Johnson,Darrius,Johnson,1972-09-17T00:00:00,69,185,,00-0008471,,,,,,,,,,,,1,REG,A01,Darrius,JOH167566,,,1996,1996,DEN,122.0
